"정본CSV행번호","우선순위","업소명","시도","시군구","소재지도로명주소","할인정보","적용대상","이용조건","인증방법","기존출처유형","기존출처URL","기존최근확인일","재확인기준","검증결과","새출처유형","새출처URL","새최근확인일","제안혜택상태","정본반영여부","검토메모"
"464","P1","성문한식뷔페","인천광역시","검단구","인천광역시 검단구이음4로42(원당동, 2층 210호~214호)","- 뷔페 이용료 1,000원 할인","복무중인자,모범예비군,동원훈련이수자,명문가","없음 | 혜택기간: 2026-08-14~","명문가증,복무확인서,훈련이수증,모범예비군증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"465","P1","모아닭강정","인천광역시","남동구","인천광역시 남동구구월로372번길46(만수동, 1층 101호)","서비스 이용료의 10%(1,800원상당) 할인 또는 떡추가(2,000원상당) + 음료 1종 ( 특가로 진행중인 더블이벤트에 참여도 가능함)","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2024-08-08~","동원훈련이수증,모범예비군증,복무확인서,명문가증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"466","P1","석바위칼국수","인천광역시","미추홀구","인천광역시 미추홀구경원대로852번길9(주안동)","서비스 이용료의 20% 할인 - 현역병 및 제복착용 군인은 30% 할인 - 현역군인을 제외한 할인대상자는 20% 할인","복무중인자,모범예비군,동원훈련이수자,명문가","없음 | 혜택기간: 2026-02-23~","명문가증,복무확인서,훈련이수증,모범예비군증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"467","P1","수상한 전집","인천광역시","미추홀구","인천광역시 미추홀구인하로254(주안동, 1층)","서비스이용료의 5%할인","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2023-11-14~","훈련이수증(당해연도,모범), 복무확인서,명문가증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"468","P1","순석닭강정","인천광역시","미추홀구","인천광역시 미추홀구용정공원로83번길43,105호(용현동)","*이용료의 10%할인 *추가혜택: 5박스 이상구매시 감자튀김1개무료","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2025-01-21~","e병무지갑(훈련이수증,복무확인서,명문가증등)","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"469","P1","인천GS25(학익대박점)","인천광역시","미추홀구","인천광역시 미추홀구노적산로70(학익동)","서비스이용료의 10%할인(주류,담배,택배,구글기프트카드,문화상품권등 제외)","동원훈련이수자(당해년도,모범), 병역명문가, 복무중인 사람","인천시관내거주자 | 혜택기간: 2023-10-22~","훈련이수증, 모범예비군증,명문가증, 복무확인서등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"470","P1","족발야시장(인천용현점)","인천광역시","미추홀구","인천광역시 미추홀구매소홀로69(용현동, 1층)","서비스이용료의 5%할인","예비군(당해년도,모범), 복무중인 사람(현역+사복+산업), 병역병문가","없음 | 혜택기간: 2023-11-24~","훈련이수증(당해연도,모범), 복무확인서,명문가증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"471","P1","까페신기촌","인천광역시","미추홀구","인천광역시 미추홀구인하로247번길1(주안동, 1층 까페신기촌)","서비스 이용료의 5% 할인 - 인천 대표 디저트 카페 맛집","복무중인자,모범예비군,동원훈련이수자,명문가","없음 | 혜택기간: 2026-04-09~","명문가증,복무확인서,훈련이수증,모범예비군증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"472","P1","카페 1990","인천광역시","미추홀구","인천광역시 미추홀구노적산로60(학익동)","음료 전메뉴의 10%할인","동원훈련이수자(모범, 당해연도), 병역명문가, 복무중인 사람","없음 | 혜택기간: 2023-10-31~","훈련이수증,병역명문가증, 복무확인서등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"473","P1","커피놀이터","인천광역시","미추홀구","인천광역시 미추홀구한나루로353- 1(학익동, 2층)","커피 등 음료가격 20%할인","동원훈련이수자(당해년도), 모범예비군, 복무중인 사람, 병역명문가","없음 | 혜택기간: 2024-05-01~","훈련이수증,모범예비군증,복무확인서,명문가증등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"474","P1","헤어스케치(옥련동)","인천광역시","연수구","인천광역시 연수구능허대로79번길65(옥련동, 현대3차상가 2층)","서비스이용료의 5%할인","예비군(당해년도,모범), 복무중인 사람, 병역병문가","없음 | 혜택기간: 2023-11-13~","훈련이수증(당해연도,모범), 복무확인서,명문가증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"475","P1","계수나무집(한식)","인천광역시","연수구","인천광역시 연수구샘말로44번길13(연수동)","서비스이용료의 5%할인","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2023-11-10~","훈련이수증(당해연도,모범), 복무확인서,명문가증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"476","P1","달쭈꾸미 월미도 본점","인천광역시","제물포구","인천광역시 제물포구월미문화로39(북성동1가)","서비스 이용료의 10%할인","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2025-02-05~","e병무지갑(훈련확인서,복무확인서,명문가증등)","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"477","P1","더 이로운","인천광역시","제물포구","인천광역시 제물포구우현로87번길28(인현동, 1층)","서비스이용료의 10%할인","모범예비군(당해년도포함), 복무중인 사람, 병역명문가, 장교 및 부사관","없음 | 혜택기간: 2024-04-16~","훈련이수증,모범예비군증, 복무확인서등(e-병무지갑)","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"478","P1","럭키차이나","인천광역시","제물포구","인천광역시 제물포구차이나타운로47- 1(북성동3가)","서비스 이용료의 10%할인","복무중인 사람(현역병, 사회복무요원, 전문산업기능요원)","없음 | 혜택기간: 2025-02-03~","복무확인서, 모바일 e-병무지갑 확인","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"479","P1","럭키차이나(차이나타운점)","인천광역시","제물포구","인천광역시 제물포구차이나타운로48(송월동3가)","서비스 이용료의 10%할인","복무중인 사람(현역병, 사회복무요원, 전문산업기능요원)","없음 | 혜택기간: 2025-02-03~","복무확인서, 모바일 e-병무지갑 확인","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"480","P1","미미진","인천광역시","제물포구","인천광역시 제물포구차이나타운로27(북성동3가)","1. 서비스 이용료의 10% 할인 2. 음료수 제공","복무중인자(현역,사회복무,전문연구,산업기능요원)","없음 | 혜택기간: 2025-03-04~","복무확인서 및 e병무지갑 확인","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"481","P1","화평동372 더봉지식당","인천광역시","제물포구","인천광역시 제물포구화도진로75(화평동, 1층)","서비스이용료의 5%할인","예비군(당해년도,모범), 복무중인 사람(현역+사복+산업), 병역병문가","없음 | 혜택기간: 2023-11-20~","훈련이수증(당해연도,모범), 복무확인서,명문가증","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"482","P1","미투커피","인천광역시","제물포구","인천광역시 제물포구월미문화로39(북성동1가)","서비스 이용료의 10%","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2025-02-05~","e병무지갑(훈련확인서,복무확인서,명문가증등)","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"483","P1","설빙)인천월미도점","인천광역시","제물포구","인천광역시 제물포구월미문화로71(북성동1가)","서비스 이용료의 10%","복무중인사람(현역,사복,전문산업요원등)","없음 | 혜택기간: 2025-02-19~","e병무지갑(복무확인서)","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"484","P1","엔제리너스(인천)점","인천광역시","제물포구","인천광역시 제물포구월미문화로71(북성동1가)","서비스 이용료의 10%","복무중인사람(현역,사복,전문산업요원등)","없음 | 혜택기간: 2025-02-19~","e병무지갑(어플)","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"485","P1","월미도레미","인천광역시","제물포구","인천광역시 제물포구월미문화로35,2층 (북성동1가)","서비스이용료의 10%","복무중인 사람(현역,사복,전문.산업기능요원), 병역명문가","없음 | 혜택기간: 2025-02-04~","e병무지갑(복무확인서,명문가증등)","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"486","P1","F45 합정","서울특별시","마포구","서울특별시 마포구 양화로 85 지하 2층","군인 상시 10% 할인","군인","","업체 공식 Instagram 게시물","업체 공식 SNS","https://www.instagram.com/p/DRN9ZQUElRo/","2026-08-17","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
